Date,Open,High,Low,Close,Volume,Change %
Jun-25-2018,48.000,48.000,47.000,47.200,441600,-0.63
Jun-26-2018,47.600,47.600,46.100,46.700,1330000,-1.06
Jun-27-2018,46.100,47.450,46.100,47.000,809900,0.64
Jun-28-2018,47.000,47.500,46.500,47.300,559400,0.64
Jun-29-2018,47.500,47.500,46.500,46.600,847200,-1.48
Jul-02-2018,46.600,47.000,46.100,47.000,174500,0.86
Jul-03-2018,47.000,47.000,46.000,46.000,958600,-2.13
Jul-04-2018,46.500,46.500,45.800,46.000,944700,0.00
Jul-05-2018,45.650,46.000,45.600,45.800,357300,-0.43
Jul-06-2018,45.800,45.900,45.650,45.900,153000,0.22
Jul-09-2018,46.000,46.000,45.700,45.850,101200,-0.11
Jul-10-2018,45.850,46.050,45.850,46.000,970100,0.33
Jul-11-2018,46.100,46.100,45.800,46.000,407600,0.00
Jul-12-2018,46.000,46.000,45.000,45.700,1720000,-0.65
Jul-13-2018,45.700,45.800,45.000,45.000,1780000,-1.53
Jul-16-2018,45.200,45.400,45.100,45.300,302900,0.67
Jul-17-2018,45.300,45.850,45.200,45.200,284200,-0.22
Jul-18-2018,45.900,46.200,45.300,46.000,323400,1.77
Jul-19-2018,46.000,46.300,45.500,45.700,127800,-0.65
Jul-20-2018,45.950,46.400,45.600,46.400,538600,1.53
Jul-23-2018,46.400,46.400,45.100,45.250,1430000,-2.48
Jul-24-2018,45.200,45.200,44.100,44.200,2210000,-2.32
Jul-25-2018,44.700,46.000,44.400,45.600,2700000,3.17
Jul-26-2018,45.500,46.200,44.850,45.300,1890000,-0.66
Jul-27-2018,45.700,46.000,45.000,45.600,1870000,0.66
Jul-30-2018,45.600,46.200,45.600,45.800,361600,0.44
Jul-31-2018,45.800,46.100,45.250,45.250,1870000,-1.20
Aug-01-2018,46.000,46.450,45.500,46.000,842500,1.66
Aug-02-2018,46.350,46.500,45.800,46.000,1260000,0.00
Aug-03-2018,46.000,46.750,46.000,46.500,1180000,1.09
Aug-06-2018,46.600,47.100,46.600,47.100,875100,1.29
Aug-07-2018,47.100,47.100,46.500,46.550,814000,-1.17
Aug-08-2018,46.500,46.950,46.200,46.550,557900,0.00
Aug-09-2018,46.550,46.900,46.400,46.900,97900,0.75
Aug-10-2018,46.900,46.900,45.600,45.600,1950000,-2.77
Aug-13-2018,46.600,46.600,44.400,45.000,1930000,-1.32
Aug-14-2018,45.850,45.850,43.850,44.000,3140000,-2.22
Aug-15-2018,44.500,44.600,43.850,44.100,4390000,0.23
Aug-16-2018,44.550,44.600,43.950,44.000,5260000,-0.23
Aug-17-2018,44.800,44.800,44.200,44.250,816100,0.57
Aug-20-2018,44.500,45.000,44.250,44.750,401500,1.13
Aug-22-2018,44.950,46.300,44.950,46.100,598800,3.02
Aug-23-2018,46.400,46.950,46.100,46.850,1100000,1.63
Aug-24-2018,46.850,46.900,46.000,46.500,389000,-0.75
Aug-28-2018,46.500,46.850,46.000,46.000,429900,-1.08
Aug-29-2018,45.800,46.100,45.600,46.000,869100,0.00
Aug-30-2018,46.000,46.050,45.600,45.950,803000,-0.11
Aug-31-2018,45.950,46.750,45.600,46.000,842200,0.11
Sep-03-2018,46.000,46.050,45.700,45.800,227400,-0.43
Sep-04-2018,45.800,46.000,44.500,45.000,868600,-1.75
Sep-05-2018,45.000,45.500,44.650,44.800,218700,-0.44
Sep-06-2018,44.700,44.800,44.500,44.800,131000,0.00
Sep-07-2018,44.700,44.700,44.200,44.450,1020000,-0.78
Sep-10-2018,44.450,45.000,44.100,45.000,2000000,1.24
Sep-11-2018,45.000,45.000,44.300,45.000,85200,0.00
Sep-12-2018,45.000,45.000,44.300,45.000,657500,0.00
Sep-13-2018,44.550,45.000,44.550,44.900,26700,-0.22
Sep-14-2018,45.000,45.000,44.200,45.000,98500,0.22
Sep-17-2018,45.000,45.000,44.100,45.000,57900,0.00
Sep-18-2018,45.000,45.000,44.050,44.250,173600,-1.67
Sep-19-2018,44.250,45.000,43.850,45.000,267700,1.69
Sep-20-2018,44.600,45.000,44.500,44.800,1250000,-0.44
Sep-21-2018,44.850,44.850,44.500,44.800,2350000,0.00
